mid,title,budget,action,adventure,animation,comedy,crime,documentary,drama,family,fantasy,history,horror,music,mystery,romance,scifi,thriller,war,western,original_language,production_companies,release_date,revenue,runtime,popularity,average_rating,num_votes,actor_1,actor_2,actor_3,actor_4,actor_5,actor_6,actor_7,actor_8,actor_9,actor_10,director_1,director_2,director_3
255343,Escobar: Paradise Lost,17000000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,en,uFilm and Nexus Factory and Jaguar Films and Chapter 2 and Roxbury and Umedia and ,2014-10-11,3758328,120,12.688995,6.2,351,1121,27972,55493,1261473,78882,228714,87265,1512786,994153,-1,40541,-1,-1
157849,A Most Wanted Man,15000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,en,Amusement Park Films and Lionsgate and Demarest Films and FilmNation Entertainment and Senator Film Produktion and Potboiler Productions and The Ink Factory and Film4 Productions and ,2014-07-25,31554855,121,12.62454,6.5,658,1233,53714,32,3872,5293,107722,681,49056,5202,65054,45052,-1,-1
207933,Stonehearst Asylum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,en,Icon Productions and Sobini Films and ,2014-09-11,0,112,12.588314,6.6,505,3967,38941,11207,2039,2282,3895,11281,973,1151957,1080628,37948,-1,-1
321068,Mythica: A Quest for Heroes,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,en,Camera 40 Productions and Arrowstorm Entertainment and ,2014-12-08,0,93,12.475017,5.8,68,51965,1362313,930332,107793,1418422,550359,52141,1828184,15342,1828185,930333,-1,-1
154400,The Drop,12600000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,en,Fox Searchlight Pictures and Chernin Entertainment and ,2014-09-12,19054534,106,12.375391,6.7,978,2524,87722,4691,73381,40543,65421,126686,937913,6183,67784,236859,-1,-1
259954,5 to 7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,en,IFC Films and Mockingbird Pictures and Demarest Films and ,2014-04-19,0,98,12.191805,7.1,139,21028,1030261,52442,2192,8924,515,7036,1193273,1655844,17928,82937,-1,-1
192149,The Two Faces of January,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,en,StudioCanal and Working Title Films and ,2014-05-16,4507463,96,11.960662,5.7,312,110,205,25072,46066,1367568,37204,1334800,1303061,1303062,1367569,56960,-1,-1
227783,The Nut Job,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,en,Open Road Films and Gulfstream Pictures and Red Rover International and ToonBox Entertainment and ,2014-01-17,0,85,11.93967,5.6,399,21200,25541,18269,3896,32747,190895,52792,76982,86498,70445,1262197,-1,-1
277547,Playing It Cool,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,en,Wonderland Sound and Vision and Voltage Pictures and ,2014-09-26,0,94,11.92648,5.7,315,16828,11705,119592,65524,41089,67600,9657,17052,53650,36422,1331991,-1,-1
170522,Asterix: The Mansions of the Gods,30000000,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fr,Canal+ and M6 Films and M6 Studio and Belvision and Mikros Image and Ciné+ and M6 and Société Nouvelle de Cinématographie (SNC) and W9 and Grid Animation and Centre National de la Cinématographie and ,2014-11-26,0,85,11.910059,6.7,493,34676,47826,145231,225853,77929,47829,1152669,25347,4275,114953,47826,1397397,-1
217993,Justice League: War,3500000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,DC Entertainment and Warner Bros. Animation and DC Comics and ,2014-02-02,5155325,79,11.804904,7.1,301,11705,21088,1328,50266,53761,20301,183812,59222,225863,79497,105643,-1,-1
252178,'71,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,en,British Film Institute (BFI) and Screen Yorkshire and Creative Scotland and Warp Films and Crab Apple Films and Film4 Productions and ,2014-10-10,1625847,99,11.783896,6.7,502,85065,220448,16702,589650,563559,1290466,1189005,1356630,73287,76104,208527,-1,-1
244772,The Skeleton Twins,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,en,Venture Forth and Duplass Brothers Productions and ,2014-01-18,5284309,90,11.643569,6.7,344,41091,19278,36422,15232,467645,20747,149334,25909,53260,1333687,303056,-1,-1
188161,A Million Ways to Die in the West,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,en,RGB Media and Bluegrass Films and Fuzzy Door Productions and Media Rights Capital and ,2014-05-22,0,116,11.556832,5.8,1747,52139,6885,3896,71070,41686,1771,7404,1112414,15853,2454,52139,-1,-1
218043,Left Behind,16000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,en,Stoney Lake Entertainment and ,2014-10-03,19682924,110,11.486357,3.8,477,2963,62747,1063,212833,4030,112560,224842,68180,31467,94427,15358,-1,-1
245916,Kill the Messenger,5000000,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,en,The Combine and Bluegrass Films and ,2014-10-09,2450846,112,11.299019,6.5,420,17604,17628,3968,11477,418,1271,3627,39390,14892,1462,84931,-1,-1
227156,The Giver,25000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,en,The Weinstein Company and Asis Productions and Tonik Productions and Walden Media and ,2014-08-11,66980456,94,11.298983,6.5,2273,1229,5064,1017347,1121786,28846,3897,212208,37089,1272862,1274509,13015,-1,-1
228326,The Book of Life,50000000,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,en,Reel FX Creative Studios and Chatrone and Twentieth Century Fox Animation and 20th Century Fox and ,2014-10-01,97437106,95,11.296837,7.3,922,8688,38673,8691,18979,239574,11159,86498,2372,36628,57409,1265056,-1,-1
184346,Deliver Us from Evil,30000000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,en,LStar Capital and Screen Gems and Jerry Bruckheimer Films and ,2014-07-01,0,118,11.14538,6.0,861,8783,25616,81364,74949,16702,587438,26718,205128,1883866,171939,55499,-1,-1
225565,That Awkward Moment,8000000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,en,Treehouse Pictures and ,2014-01-29,26049082,94,11.117564,6.1,1295,29222,996701,135651,17606,1110405,51989,56542,6181,1266054,71815,1211000,-1,-1
228970,Wild,15000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,en,bob industries and Fox Searchlight Pictures and Pacific Standard and ,2014-12-05,52501541,115,11.110093,7.0,1130,368,4784,1218218,1223463,91520,6951,12930,114000,12792,1272612,69371,-1,-1
246741,What We Do in the Shadows,1600000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,en,Unison Films and Defender Films and Funny or Die and Paramount and The Orchard and ,2014-06-19,6900000,86,11.098765,7.5,1039,55936,55934,586951,1286794,1286796,1439931,1286797,1341670,1233372,1780262,55936,55934,-1
188166,Blue Ruin,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,en,Paradise City and Film Science and The Lab Of Madness and Neighborhood Watch and ,2014-04-25,258384,90,11.063468,6.9,566,209513,11516,92728,1194965,1212485,1194966,1194967,1194968,1194969,218605,74655,-1,-1
264656,The Homesman,16000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,en,The Javelina Film Company and EuropaCorp and Ithaca Pictures and ,2014-05-18,3442853,122,11.061651,6.4,319,448,2176,504787,5064,502,1462,130640,1017,93236,12074,2176,-1,-1
157353,Transcendence,100000000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,en,Syncopy and Alcon Entertainment and DMG Entertainment and Straight Up Films and ,2014-04-16,103039258,119,11.032655,5.9,2750,85,6162,15556,51072,192,2037,6614,5365,118643,1144931,559,-1,-1
82703,Mr. Peabody & Sherman,145000000,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,en,Pacific Data Images (PDI) and DreamWorks Animation and Bullwinkle Studios and Classic Media Productions and ,2014-02-07,272912430,92,10.859869,6.7,1011,15232,558928,42160,19,475512,58769,537,111923,212184,20804,18898,-1,-1
210479,Locke,2000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,en,A24 and IM Global and Shoebox Films and ,2014-04-10,4635300,85,10.84657,6.9,987,2524,47720,125660,39187,1136406,27632,81260,182327,53917,93177,23227,-1,-1
203739,Vampire Academy,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,en,Montford / Murphy Productions and Preger Entertainment and ,2014-02-07,0,104,10.738607,5.8,727,1059597,1192759,562730,1192761,18182,5168,37089,506085,91351,120932,54050,-1,-1
284276,Cake,7000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,en,We're Not Brothers Productions and Cinelou Films and Echo Films and ,2014-09-07,2360281,102,10.705878,6.2,450,4491,84223,3905,270,7427,65731,52018,66446,61659,47281,84061,-1,-1
236751,Heaven is for Real,12000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,en,TriStar Pictures and Screen Gems and Roth Films and ,2014-04-16,101332962,99,10.705275,6.1,270,17141,17521,1271809,19159,945302,16429,1271810,1191551,117051,1116281,2460,-1,-1
250388,Rampage: Capital Punishment,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,en,Amok II Productions and Boll Kino Beteiligungs GmbH & Co. KG and Studio West Productions(VCC) and ,2014-07-19,0,93,10.696742,5.4,102,32205,58058,64674,27593,1285611,1235542,1363958,23799,40009,1285612,23799,-1,-1
170687,The Boxtrolls,60000000,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,en,Laika Entertainment and ,2014-09-10,108255770,97,10.63732,6.6,795,2282,239020,18050,23680,3051,15440,11109,98103,56903,11108,1152981,52691,-1
242042,Barefoot,6000000,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,en,WhiteFlame Productions and ,2014-02-02,15071,90,10.632634,6.3,253,38940,100,18999,4515,20879,1046200,141762,60875,29932,97446,41549,-1,-1
218836,Planes: Fire & Rescue,50000000,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,en,Walt Disney Television Animation and Prana Studios and Prana Animation Studios and ,2014-07-17,151165787,83,10.595403,5.9,335,31837,228,31171,87003,8265,11066,15853,18,10742,825,210053,-1,-1
137321,Winter's Tale,60000000,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,en,Weed Road Pictures and Village Roadshow Pictures and Warner Bros. Pictures and ,2014-02-13,30800231,118,10.574535,6.0,599,72466,567269,934,227,6161,2888,6804,66743,79072,2639,5575,-1,-1
265177,Mommy,4900000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,en,Téléfilm Canada and Metafilms and SODEC and Super Écran and ,2014-05-22,3494070,138,10.545015,8.2,935,86612,142689,575662,142995,123185,1440314,1440315,227059,1094759,1158762,143593,-1,-1
239571,The Best of Me,26000000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,en,Relativity Media and ,2014-10-16,35926213,117,10.518542,7.2,978,11705,11006,60458,972356,29512,6692,61011,103545,4602,144160,52405,-1,-1
246403,Tusk,2800000,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,en,A24 and Phase 4 Films and Demarest Films and SModcast Pictures and ,2014-09-19,1826705,102,10.489781,5.1,451,2536,15033,9640,589162,60286,85,576173,1459885,23658,1356001,19303,-1,-1
256274,"As Above, So Below",5000000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,en,Brothers Dowdle Productions and Legendary Pictures and Universal Pictures and ,2014-08-14,40100000,93,10.487083,6.2,957,207549,78431,56679,78124,1319096,939100,1357018,1178738,1139801,1175840,77147,-1,-1
222649,Rosewater,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,en,International Traders and Odd Lot Entertainment and Busboy Productions and ,2014-11-07,0,103,10.478476,6.5,110,258,21041,185805,117640,1208137,990119,3398,89821,229932,120932,12219,-1,-1
157825,White Bird in a Blizzard,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,en,Why Not Productions and Wild Bunch and Desperate Pictures and Orange Studios and ,2014-08-14,33821,91,10.363239,6.1,353,94185,10912,22227,79795,109560,11155,9780,46814,6726,1074888,19224,-1,-1
294652,Son of a Gun,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,en,A24 and Media House Capital and Altitude Film Entertainment and Daydream Productions and Bridle Path Films and Southern Light Films and WBMC and ,2014-10-16,0,108,10.355725,6.1,325,3061,1017347,227454,12210,123879,37289,75131,62752,217046,1317341,1299642,-1,-1
218778,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",28000000,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,en,"Walt Disney Pictures and 21 Laps Entertainment and Jim Henson Company, The and ",2014-10-08,100654149,81,10.350894,6.1,582,4495,9278,1198286,112476,220064,1581096,1581097,1186940,98285,52119,61069,-1,-1
192132,Palo Alto,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,en,RabbitBandini Productions and Tribeca Film and ,2014-05-09,0,100,10.348691,6.3,428,34847,1193604,232006,17051,1190917,5576,1193605,61659,1392137,13023,1193602,-1,-1
250538,The Good Lie,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,en,Blue Sky Films and Alcon Entertainment and Black Label Media and ,2014-09-09,0,110,10.32677,7.3,244,368,74541,60076,461542,80616,1046665,65423,573737,981717,226057,81437,-1,-1
242643,Batman: Assault on Arkham,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,en,DC Entertainment and Warner Bros. Animation and Warner Premiere and ,2014-08-12,4571025,75,10.317866,7.3,370,34947,2203,5661,113919,963818,136930,31531,4031,4808,81667,204553,105643,-1
249164,If I Stay,11000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,en,New Line Cinema and Metro-Goldwyn-Mayer and ,2014-08-21,78874843,106,10.316485,7.3,1830,56734,221985,60458,175826,26852,825,58804,139618,1369431,1192492,1284493,-1,-1
239678,This Is Where I Leave You,19800000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,en,Spring Creek Productions and 21 Laps Entertainment and Warner Bros. Pictures and ,2014-09-10,41296320,103,10.304178,6.5,607,23532,56323,1023139,9827,74541,17696,86310,18082,123725,51298,17825,-1,-1
256917,The Water Diviner,22500000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,en,Fear of God Films and Hopscotch Features and ,2014-12-25,15520023,112,10.30393,6.7,549,934,18182,99314,74376,224181,1213279,1394227,1394235,75121,145344,934,-1,-1
288281,A Good Marriage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,en,Reno Productions and ,2014-10-03,0,103,10.242246,5.1,158,11148,57829,32747,20047,210824,87192,1224384,1188239,1455755,1878320,130750,-1,-1
244264,Laggies,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,en,A24 and Anonymous Content and Merced Media Partners and PenLife Media and ,2014-09-25,1066981,100,10.192071,6.0,535,116,56734,6807,481337,475512,4451,60074,1172147,1039523,15370,90492,-1,-1
240745,Cymbeline,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,en,Benaroya Pictures and Keep Your Head Productions and ,2014-09-03,0,97,10.163672,3.4,46,228,118545,63,569,110927,21028,8984,5723,4012,1986,54469,-1,-1
266285,The Salvation,10500000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,da,Zentropa Productions and Spier Films and Forward Films and ,2014-05-22,42070000,100,10.13272,6.2,351,1019,10912,47296,37758,52398,35862,53259,378,1459336,1180793,65879,-1,-1
262391,Serial (Bad) Weddings,13000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fr,UGC and ,2014-04-16,0,94,10.130957,6.8,1383,28781,82119,83969,1077538,226021,131403,65572,1074716,999406,146630,225142,-1,-1
226486,Tammy,20000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,New Line Cinema and Gary Sanchez Productions and ,2014-07-02,100525432,97,10.064499,5.1,582,55536,4038,8534,19,707,21163,25540,45407,3051,105648,170820,-1,-1
283350,Before We Go,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,en,Wonderland Sound and Vision and G4 Productions and Nutmeg Film Productions and ,2014-09-11,37151,89,10.053859,6.5,619,16828,59860,1011107,176557,1517843,1840742,53085,1427684,1218236,187683,16828,-1,-1
187017,22 Jump Street,50000000,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Columbia Pictures and Original Film and Media Rights Capital and Cannell Studios and LStar Capital and 33andOut Productions and JHF Productions and Metro-Goldwyn-Mayer and ,2014-06-05,188441614,112,10.032849,6.9,3986,21007,38673,54697,9778,17039,53,71403,986808,87295,1187106,107446,155267,-1
76649,Pompeii,130000000,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,en,Don Carmody Productions and TriStar Pictures and FilmDistrict and Constantin Film International and Impact Pictures and ,2014-02-18,117831631,105,10.01088,5.3,1556,239019,530,70456,31164,51989,15440,86237,2628,156590,1224669,4014,-1,-1
232672,Blended,40000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Gulfstream Pictures and Happy Madison Productions and Karz Entertainment and Warner Bros. Pictures and ,2014-05-21,123494610,117,9.965719,6.6,1263,69597,19292,63234,98285,53256,74949,591834,58478,1274510,1028454,57370,-1,-1
216282,Into the Storm,50000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,en,RatPac-Dune Entertainment and New Line Cinema and Village Roadshow Pictures and Broken Road Productions and ,2014-08-06,160602194,89,9.922791,5.8,947,30315,86468,59841,212913,1129464,65838,54850,1360027,75566,78432,93214,-1,-1
265195,Wild Tales,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,es,Warner Bros. Pictures and ,2014-08-21,27007072,125,9.885735,7.8,1072,69310,19803,3618,141455,114811,1051297,99113,145025,1392586,74902,591600,-1,-1
221732,Rurouni Kenshin: The Legend Ends,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ja,Shueisha and Amuse and Warner Bros. Pictures and ,2014-09-13,0,135,9.88341,7.5,118,230659,1084910,111640,31078,225730,84028,70209,55784,136191,127891,1084905,-1,-1
286987,How to Build a Better Boy,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,en,Disney Channel and Schorr Pictures and ,2014-08-17,0,90,9.857985,5.6,91,80613,1254396,1376711,1253353,1238891,455033,45566,-1,-1,-1,38692,-1,-1
245859,God Help the Girl,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,en,HanWay Films and Barry Mendel Productions and British Film Company and ,2014-08-22,0,111,9.82035,6.7,113,70456,89823,213395,6547,1342224,1648898,1400168,1230933,1517090,114887,1281344,-1,-1
262338,Good People,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,en,Millennium Films and Film i Väst and Filmgate Films and Maguire Entertainment and Material Pictures and ,2014-09-26,0,90,9.813933,5.3,216,17051,11661,58016,78423,207,55585,56098,346352,1330044,1239834,82351,-1,-1
227348,Paranormal Activity: The Marked Ones,5000000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,en,Blumhouse Productions and Solana Films and Room 101 and ,2014-01-01,86362372,84,9.798892,5.2,543,1746117,1105711,1116973,18300,188347,1117232,141374,90596,1282218,1282221,54248,-1,-1
251519,Son of Batman,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,DC Comics and DC Entertainment and Warner Bros. Animation and Warner Premiere and Warner Home Video and ,2014-04-20,0,74,9.79859,6.7,354,183812,1164238,13638,54882,4808,24813,3982,55148,23680,-1,204553,-1,-1
255157,The Forger,15000000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,en,Solution Entertainment Group and Freedom Media and Code Entertainment and Siren Digital - Hollywood and ,2014-09-10,0,95,9.792657,5.4,158,8891,290,1034681,123725,55174,89375,1420663,56675,49971,17413,80660,-1,-1
157851,Maps to the Stars,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,en,Prospero Pictures and Sentient Entertainment and SBS Productions and Integral Film and ,2014-05-21,1338365,112,9.77092,6.0,478,1231,76070,3036,11288,1366725,11616,190895,4,1087747,83026,224,-1,-1
242095,The Signal,4000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,en,Signal Film Group and Automatik Entertainment and Low Spark Films and ,2014-03-15,600896,95,9.765648,5.8,736,1017347,1173984,1078613,2975,79416,7401,1409984,1784236,1784304,1784306,125324,-1,-1
254473,Brick Mansions,28000000,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,en,D8 and EuropaCorp and Canal+ and Ciné+ and ,2014-04-22,68896829,90,9.746649,5.8,719,8167,62439,150,112692,54793,1287272,7039,207881,113613,231517,928490,-1,-1
297270,Tinker Bell and the Legend of the NeverBeast,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,en,DisneyToon Studios and ,2014-12-12,0,77,9.746412,6.8,340,417,52404,5916,140,66896,146748,21063,82104,1181303,539,97180,-1,-1
239566,Get on Up,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,en,Jagged Films and Universal Studios and Imagine Entertainment and ,2014-08-01,31911598,139,9.728694,6.5,204,172069,81697,707,19492,1120,105303,4721,6944,212768,110742,55789,-1,-1
119892,The Monkey King,82000000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,zh,Filmko Pictures and Mandarin Film and ,2014-01-09,0,119,9.696465,4.9,66,1341,21908,1239952,1619,148959,130570,72730,65938,130598,72732,93991,-1,-1
146015,The Double,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,en,Alcove Entertainment and Attercop Productions and British Film Institute (BFI) and ,2014-04-04,200406,93,9.687534,6.6,426,44735,76070,12900,81571,1284,1292,1118,14702,17184,40477,98103,-1,-1
284289,Beyond the Reach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,en,Furthur Films and ,2014-09-06,45895,95,9.686314,5.4,161,3392,225692,110421,780,1365516,169585,1365517,-1,-1,-1,930644,-1,-1
227735,Dolphin Tale 2,36000000,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,en,St. Petersburg Clearwater Film Commission and Alcon Entertainment and Boxing Cat Films and Color Force and ,2014-09-12,52424533,107,9.657194,6.7,121,192,15852,18052,972951,18688,10823,1008234,970216,108247,1357034,1270,-1,-1
152790,The Angriest Man in Brooklyn,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,en,Vedette Finance and Landscape Entertainment and MICA Entertainment and Prominent Media Group and ,2014-05-23,0,84,9.633039,5.5,213,2157,18973,22970,6832,15152,21125,17490,23975,169265,53937,23968,-1,-1
234200,Pride,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,en,Calamity Films and ,2014-09-12,7523634,119,9.614397,7.8,545,2440,11356,17287,14887,125660,146750,225610,224167,1196101,1204956,111807,-1,-1
141043,A Long Way Down,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,en,BBC Films and ,2014-03-20,7176347,96,9.610233,6.2,440,517,84497,17606,3051,4783,10882,89822,1081875,43554,1339076,8392,-1,-1
259611,Frontera,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,en,MJW Films and Ocean Blue Entertainment and ,2014-07-31,0,103,9.610228,6.2,63,228,52605,454,23882,1144931,8553,1151637,129713,36634,1094319,192830,-1,-1
239568,Search Party,20000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Universal Studios and ,2014-10-30,0,93,9.592455,5.1,74,115974,51990,111678,88029,78080,82663,1272905,129101,111683,1235012,57538,-1,-1
221667,Saint Laurent,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,fr,EuropaCorp and Mandarin Films and ,2014-09-23,0,150,9.563725,6.0,97,16790,51325,121529,16269,20577,1315501,32058,69489,5077,55493,146438,-1,-1
242090,The One I Love,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,en,Radius-TWC and Duplass Brothers Productions and ,2014-08-08,513447,91,9.547014,6.9,310,45407,32798,12836,1374984,1375090,1375093,19797,1417299,1417300,-1,82226,-1,-1
242310,Rage,21000000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,en,Vocal Yokels and Hannibal Pictures and Marco Polo Production and Patriot Pictures and ,2014-05-09,0,98,9.472029,5.1,339,2963,1189982,50347,53,2047,21942,1165616,1315801,1252873,58793,79279,-1,-1
273895,Selma,20000000,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,en,Plan B Entertainment and Harpo Films and Celador Films and Cloud Eight Films and Pathé and ,2014-12-25,66787908,127,9.435747,7.4,1020,35013,207,37158,3129,13309,1771,4941,9777,459980,59844,929825,-1,-1
193610,The Other Woman,40000000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,en,LBI Productions and 20th Century Fox and ,2014-04-16,196781193,109,9.420952,6.2,1733,6941,41087,974317,25129,12795,210271,968660,1031261,76526,1577501,11151,-1,-1
152760,The Monuments Men,70000000,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,en,Studio Babelsberg and Columbia Pictures and Fox 2000 Pictures and Smokehouse Pictures and Obelisk Productions and ,2014-01-24,154984035,118,9.409605,5.8,1800,1892,112,1461,1532,1230,19923,56024,12438,1050916,89821,1461,-1,-1
155084,13 Sins,5000000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,en,Dimension Films and IM Global and Automatik Entertainment and Little Magic Films and Sahamongkol Film International and Radius-TWC and ,2014-04-18,13809,93,9.407608,6.2,423,4451,111518,210773,2372,3201,1173099,19453,108188,29933,52885,120245,-1,-1
171424,The Green Inferno,5000000,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,en,Sobras International Pictures and Worldview Entertainment and Dragonfly Entertainment and Top Hat Releasing and BH Tilt and ,2014-09-04,6833445,100,9.264276,5.2,466,1078608,219852,223331,1049540,131771,189026,971898,57675,557303,1049536,16847,-1,-1
229297,Magic in the Moonlight,16800000,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,en,Perdido Productions and Harbor Picture Company and ,2014-07-25,51029361,97,9.200063,6.4,918,5472,54693,184581,4726,67837,57514,20300,16358,2462,155222,1243,-1,-1
290542,You're Not You,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,en,DiNovi Pictures and ,2014-10-10,11486,104,9.179411,7.3,314,448,4730,19536,17303,4726,50095,20402,3713,968367,18284,5369,-1,-1
200505,Draft Day,25000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,en,Lionsgate and Summit Entertainment and ,2014-04-11,28831145,109,9.171853,6.5,370,1269,9278,11824,16431,53256,9560,2165,8924,8687,5724,8858,-1,-1
175112,Tinker Bell and the Pirate Fairy,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,en,DisneyToon Studios and ,2014-02-13,20300000,78,9.13602,6.5,353,52404,110014,91606,140,66896,146748,21063,93842,12077,62067,80672,-1,-1
256835,Toy Story That Time Forgot,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,en,Pixar and ,2014-12-02,0,22,9.131642,6.8,308,31,12898,3234,109869,12900,10669,7167,9013,-1,-1,137262,-1,-1
